# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    396     60      -     94     75      0      0      0      0  13801   2910  31765     31      0 
    0    397     60      -     94     75      0      0      0      0  13801   2910  31765     31      0 
    0    397     60      -     93     74      0      0      0      0  13801   2910  31764     31      0 
    0    408     68      -    100     46      0      0      0      0  13801   2850  31764     31      0 
    0    599     68      -    100     43      0      0      0      0  13801   2827  31764     31      0 
    0    453     66      -     70     25      0      0      0      0  13801   2910  31764     31      0 
    0    499     68      -    100     42      0      0      0      0  13801   2820  31764     31      0 
    0    543     56      -      1      1      0      0      0      0  13801   2827  31764     31      0 
    0    475     69      -    100     41      0      0      0      0  13801   2820  31764     31      0 
    0    600     68      -    100     43      0      0      0      0  13801   2835  31764     31      0 
    0    471     69      -    100     44      0      0      0      0  13801   2880  31884     31      0 
    0    602     69      -    100     41      0      0      0      0  13801   2820  31884     31      0 
    0    598     70      -    100     42      0      0      0      0  13801   2835  31884     31      0 
    0    443     64      -     65     27      0      0      0      0  13801   2917  31884     31      0 
    0    415     61      -     95     76      0      0      0      0  13801   2910  31884     31      0 
    0    407     61      -     94     76      0      0      0      0  13801   2910  31884     31      0 
    0    500     70      -    100     40      0      0      0      0  13801   2850  31884     31      0 
    0    601     69      -    100     38      0      0      0      0  13801   2842  31884     31      0 
    0    562     58      -     12      5      0      0      0      0  13801   2850  31885     31      0 
    0    311     67      -     17      5      0      0      0      0  13801   2902  31885     31      0 
    0    443     61      -     95     77      0      0      0      0  13801   2910  31885     31      0 
    0    409     61      -     94     76      0      0      0      0  13801   2910  31885     31      0 
    0    403     68      -     86     68      0      0      0      0  13801   2910  31885     31      0 
    0    604     69      -    100     37      0      0      0      0  13801   2827  31884     31      0 
    0    600     70      -    100     36      0      0      0      0  13801   2842  31884     31      0 
    0    600     70      -    100     37      0      0      0      0  13801   2842  31884     31      0 
    0    598     70      -    100     33      0      0      0      0  13801   2857  31884     31      0 
    0    597     70      -     97     30      0      0      0      0  13801   2857  31884     31      0 
    0    596     71      -     96     34      0      0      0      0  13801   2835  31885     31      0 
    0    596     71      -    100     37      0      0      0      0  13801   2842  31885     31      0 
    0    598     71      -    100     28      0      0      0      0  13801   2835  31885     31      0 
    0    505     58      -      0      0      0      0      0      0  13801   2872  31885     31      0 
    0    387     69      -    100     49      0      0      0      0  13801   2887  31885     31      0 
    0    604     70      -    100     48      0      0      0      0  13801   2790  31884     31      0 
    0    599     70      -    100     45      0      0      0      0  13801   2820  31884     31      0 
    0    599     69      -    100     40      0      0      0      0  13801   2820  31884     31      0 
    0    599     71      -    100     37      0      0      0      0  13801   2827  31884     31      0 
    0    599     71      -    100     39      0      0      0      0  13801   2835  31884     31      0 
    0    599     71      -    100     38      0      0      0      0  13801   2812  31884     31      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    597     71      -    100     36      0      0      0      0  13801   2827  31884     31      0 
    0    599     71      -    100     34      0      0      0      0  13801   2850  31884     31      0 
    0    600     71      -    100     37      0      0      0      0  13801   2857  31884     31      0 
    0    567     60      -     36     13      0      0      0      0  13801   2857  31884     31      0 
    0    314     64      -     95     78      0      0      0      0  13801   2895  31884     31      0 
    0    414     63      -     95     77      0      0      0      0  13801   2895  31884     31      0 
    0    501     70      -    100     49      0      0      0      0  13801   2835  31885     31      0 
    0    599     70      -    100     44      0      0      0      0  13801   2805  31885     31      0 
    0    599     71      -    100     44      0      0      0      0  13801   2790  31885     31      0 
    0    598     70      -    100     43      0      0      0      0  13801   2797  31885     31      0 
    0    601     71      -    100     41      0      0      0      0  13801   2827  31885     31      0 
    0    599     71      -    100     39      0      0      0      0  13801   2827  31885     31      0 
    0    598     72      -    100     37      0      0      0      0  13801   2827  31884     31      0 
    0    600     72      -    100     37      0      0      0      0  13801   2842  31884     31      0 
    0    599     71      -    100     34      0      0      0      0  13801   2827  31884     31      0 
    0    599     72      -    100     33      0      0      0      0  13801   2850  31884     31      0 
    0    599     72      -    100     34      0      0      0      0  13801   2850  31884     31      0 
    0    599     71      -    100     33      0      0      0      0  13801   2827  31888     31      0 
    0    593     72      -    100     28      0      0      0      0  13801   2850  31888     31      0 
    0    597     72      -    100     33      0      0      0      0  13801   2835  31888     31      0 
    0    595     72      -    100     28      0      0      0      0  13801   2827  31888     31      0 
    0    594     73      -    100     30      0      0      0      0  13801   2850  31888     31      0 
    0    435     70      -     61     16      0      0      0      0  13801   2902  31890     31      0 
    0    445     64      -     94     76      0      0      0      0  13801   2895  31887     31      0 
    0    548     71      -    100     47      0      0      0      0  13801   2797  31887     31      0 
    0    601     71      -    100     47      0      0      0      0  13801   2805  31887     31      0 
    0    598     72      -    100     42      0      0      0      0  13801   2805  31887     31      0 
    0    600     72      -    100     42      0      0      0      0  13801   2790  31887     31      0 
    0    600     71      -    100     38      0      0      0      0  13801   2797  31887     31      0 
    0    598     72      -    100     38      0      0      0      0  13801   2827  31887     31      0 
    0    600     72      -    100     37      0      0      0      0  13801   2835  31887     31      0 
    0    599     72      -    100     37      0      0      0      0  13801   2835  31887     31      0 
    0    600     73      -    100     37      0      0      0      0  13801   2835  31887     31      0 
    0    584     62      -     62     22      0      0      0      0  13801   2842  31887     31      0 
    0    457     72      -    100     37      0      0      0      0  13801   2857  31887     31      0 
    0    601     72      -    100     31      0      0      0      0  13801   2835  31887     31      0 
    0    593     73      -    100     29      0      0      0      0  13801   2857  31887     31      0 
    0    466     72      -    100     43      0      0      0      0  13801   2910  31927     31      0 
    0    602     72      -     97     44      0      0      0      0  13801   2790  31927     31      0 
    0    600     72      -    100     45      0      0      0      0  13801   2812  31927     31      0 
    0    599     72      -     98     42      0      0      0      0  13801   2782  31927     31      0 
    0    599     72      -    100     37      0      0      0      0  13801   2805  31927     31      0 
    0    599     72      -    100     40      0      0      0      0  13801   2820  31927     31      0 
    0    600     72      -    100     38      0      0      0      0  13801   2827  31927     31      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    598     73      -    100     42      0      0      0      0  13801   2805  31927     31      0 
    0    602     72      -    100     37      0      0      0      0  13801   2827  31927     31      0 
    0    599     73      -    100     33      0      0      0      0  13801   2835  31927     31      0 
    0    599     73      -    100     35      0      0      0      0  13801   2835  31927     31      0 
    0    599     73      -    100     30      0      0      0      0  13801   2842  31927     31      0 
    0    599     73      -    100     29      0      0      0      0  13801   2850  31927     31      0 
    0    600     72      -    100     28      0      0      0      0  13801   2850  31927     31      0 
    0    597     72      -     97     27      0      0      0      0  13801   2850  31927     31      0 
    0    598     72      -     97     24      0      0      0      0  13801   2850  31928     31      0 
    0    600     73      -    100     29      0      0      0      0  13801   2857  31927     31      0 
    0    597     73      -    100     22      0      0      0      0  13801   2857  31927     31      0 
    0    598     73      -    100     21      0      0      0      0  13801   2857  31927     31      0 
    0    602     64      -    100     38      0      0      0      0  13801   2842  31927     31      0 
    0    506     73      -    100     33      0      0      0      0  13801   2827  31927     31      0 
    0    602     73      -    100     42      0      0      0      0  13801   2790  31927     31      0 
    0    599     73      -    100     40      0      0      0      0  13801   2790  31927     31      0 
    0    597     73      -     97     37      0      0      0      0  13801   2805  31927     31      0 
    0    600     73      -    100     37      0      0      0      0  13801   2805  31927     31      0 
    0    601     73      -    100     38      0      0      0      0  13801   2827  31927     31      0 
    0    599     73      -    100     35      0      0      0      0  13801   2827  31927     31      0 
    0    599     73      -    100     33      0      0      0      0  13801   2835  31927     31      0 
    0    597     73      -     97     30      0      0      0      0  13801   2835  31927     31      0 
    0    598     73      -     97     36      0      0      0      0  13801   2842  31927     31      0 
    0    598     74      -    100     37      0      0      0      0  13801   2820  31927     31      0 
    0    575     73      -     92     63      0      0      0      0  13801   2850  31927     31      0 
    0    600     73      -     96     26      0      0      0      0  13801   2850  31927     31      0 
    0    597     74      -     97     32      0      0      0      0  13801   2827  31927     31      0 
    0    598     73      -     97     25      0      0      0      0  13801   2827  31927     31      0 
    0    596     72      -    100     32      0      0      0      0  13801   2835  31929     31      0 
    0    400     66      -     93     76      0      0      0      0  13801   2865  31929     31      0 
    0    426     65      -     93     77      0      0      0      0  13801   2895  31929     31      0 
    0    427     65      -     94     78      0      0      0      0  13801   2895  31929     31      0 
    0    427     65      -     94     77      0      0      0      0  13801   2895  31929     31      0 
    0    541     72      -    100     48      0      0      0      0  13801   2790  31929     31      0 
    0    598     72      -     97     43      0      0      0      0  13801   2790  31929     31      0 
    0    598     72      -    100     45      0      0      0      0  13801   2797  31929     31      0 
    0    466     72      -    100     47      0      0      0      0  13801   2850  31930     31      0 
    0    601     72      -    100     47      0      0      0      0  13801   2797  31930     31      0 
    0    368     65      -     92     76      0      0      0      0  13801   2917  31929     31      0 
    0    452     72      -    100     46      0      0      0      0  13801   2895  31933     31      0 
    0    352     65      -     93     75      0      0      0      0  13801   2895  31933     31      0 
    0    413     64      -     95     77      0      0      0      0  13801   2895  31933     31      0 
    0    472     66      -    100     46      0      0      0      0  13801   2872  31933     31      0 
    0    324     64      -     94     75      0      0      0      0  13801   2895  31933     31      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    402     64      -     94     75      0      0      0      0  13801   2895  31934     31      0 
    0    448     71      -    100     46      0      0      0      0  13801   2880  31933     31      0 
    0    604     71      -    100     42      0      0      0      0  13801   2790  31933     31      0 
    0    598     72      -    100     42      0      0      0      0  13801   2812  31933     31      0 
    0    598     72      -    100     38      0      0      0      0  13801   2827  31933     31      0 
    0    600     72      -    100     37      0      0      0      0  13801   2812  31933     31      0 
    0    599     72      -    100     37      0      0      0      0  13801   2842  31933     31      0 
    0    600     72      -    100     34      0      0      0      0  13801   2842  31933     31      0 
    0    597     72      -     97     37      0      0      0      0  13801   2812  31933     31      0 
    0    596     73      -    100     30      0      0      0      0  13801   2812  31934     31      0 
    0    601     73      -    100     36      0      0      0      0  13801   2827  31933     31      0 
    0    598     72      -    100     37      0      0      0      0  13801   2827  31933     31      0 
    0    598     72      -    100     27      0      0      0      0  13801   2827  31933     31      0 
    0    598     72      -    100     26      0      0      0      0  13801   2835  31933     31      0 
    0    600     72      -    100     24      0      0      0      0  13801   2850  31933     31      0 
    0    599     72      -    100     36      0      0      0      0  13801   2850  31933     31      0 
    0    598     73      -    100     32      0      0      0      0  13801   2857  31933     31      0 
    0    597     73      -    100     34      0      0      0      0  13801   2865  31933     31      0 
    0    595     73      -     96     22      0      0      0      0  13801   2857  31933     31      0 
    0    433     71      -    100     26      0      0      0      0  13801   2917  31933     31      0 
    0    525     72      -    100     49      0      0      0      0  13801   2872  31933     31      0 
    0    598     72      -     96     45      0      0      0      0  13801   2767  31934     31      0 
    0    599     72      -     97     44      0      0      0      0  13801   2790  31934     31      0 
    0    599     72      -    100     41      0      0      0      0  13801   2790  31933     31      0 
    0    599     73      -    100     41      0      0      0      0  13801   2812  31933     31      0 
    0    597     73      -     99     39      0      0      0      0  13801   2812  31933     31      0 
    0    600     73      -    100     37      0      0      0      0  13801   2820  31933     31      0 
    0    599     73      -    100     37      0      0      0      0  13801   2827  31933     31      0 
    0    599     73      -    100     35      0      0      0      0  13801   2835  31933     31      0 
    0    600     73      -    100     36      0      0      0      0  13801   2827  31933     31      0 
    0    597     73      -     97     32      0      0      0      0  13801   2835  31933     31      0 
    0    600     74      -    100     37      0      0      0      0  13801   2820  31933     31      0 
    0    601     73      -    100     36      0      0      0      0  13801   2850  31933     31      0 
    0    598     73      -    100     28      0      0      0      0  13801   2842  31933     31      0 
    0    593     72      -    100     30      0      0      0      0  13801   2850  31933     31      0 
    0    434     66      -    100     31      0      0      0      0  13801   2850  31933     31      0 
    0    426     65      -     95     78      0      0      0      0  13801   2895  31933     31      0 
    0    423     65      -     91     74      0      0      0      0  13801   2895  31933     31      0 
    0    420     65      -     94     77      0      0      0      0  13801   2895  31933     31      0 
    0    419     64      -     94     77      0      0      0      0  13801   2895  31933     31      0 
    0    480     72      -    100     49      0      0      0      0  13801   2872  31933     31      0 
    0    599     72      -     96     44      0      0      0      0  13801   2790  31933     31      0 
    0    597     72      -     97     43      0      0      0      0  13801   2775  31933     31      0 
    0    601     72      -    100     42      0      0      0      0  13801   2812  31933     31      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    599     72      -    100     41      0      0      0      0  13801   2790  31933     31      0 
    0    598     73      -    100     38      0      0      0      0  13801   2797  31933     31      0 
    0    600     72      -    100     38      0      0      0      0  13801   2827  31933     31      0 
    0    599     72      -    100     35      0      0      0      0  13801   2805  31933     31      0 
    0    600     72      -    100     35      0      0      0      0  13801   2835  31933     31      0 
    0    597     73      -     97     31      0      0      0      0  13801   2827  31933     31      0 
    0    598     73      -    100     30      0      0      0      0  13801   2820  31931     31      0 
    0    600     73      -    100     31      0      0      0      0  13801   2820  31931     31      0 
    0    598     73      -    100     28      0      0      0      0  13801   2827  31931     31      0 
    0    600     73      -    100     34      0      0      0      0  13801   2835  31931     31      0 
    0    598     73      -    100     31      0      0      0      0  13801   2827  31931     31      0 
    0    598     73      -    100     35      0      0      0      0  13801   2827  31931     31      0 
    0    597     73      -    100     26      0      0      0      0  13801   2835  31931     31      0 
    0    595     73      -    100     23      0      0      0      0  13801   2827  31931     31      0 
    0    596     74      -    100     29      0      0      0      0  13801   2835  31931     31      0 
    0    594     72      -     97     28      0      0      0      0  13801   2835  31931     31      0 
    0    595     73      -    100     34      0      0      0      0  13801   2827  31931     31      0 
    0    591     65      -    100     38      0      0      0      0  13801   2842  31931     31      0 
    0    473     73      -    100     44      0      0      0      0  13801   2820  31931     31      0 
    0    602     73      -    100     45      0      0      0      0  13801   2782  31931     31      0 
    0    600     73      -    100     44      0      0      0      0  13801   2797  31931     31      0 
    0    598     73      -    100     42      0      0      0      0  13801   2820  31931     31      0 
    0    414     66      -     95     79      0      0      0      0  13801   2895  31931     31      0 
    0    520     73      -    100     49      0      0      0      0  13801   2782  31931     31      0 
    0    599     72      -    100     46      0      0      0      0  13801   2790  31931     31      0 
    0    599     73      -    100     42      0      0      0      0  13801   2797  31931     31      0 
    0    599     73      -    100     43      0      0      0      0  13801   2805  31931     31      0 
    0    598     73      -    100     40      0      0      0      0  13801   2820  31931     31      0 
    0    434     67      -     44     19      0      0      0      0  13801   2895  31931     31      0 
    0    471     73      -    100     44      0      0      0      0  13801   2835  31931     31      0 
    0    603     72      -    100     45      0      0      0      0  13801   2805  31931     31      0 
    0    598     73      -     97     41      0      0      0      0  13801   2812  31931     31      0 
    0    600     73      -    100     41      0      0      0      0  13801   2790  31931     31      0 
    0    600     73      -    100     38      0      0      0      0  13801   2820  31931     31      0 
    0    410     66      -     94     77      0      0      0      0  13801   2872  31931     31      0 
    0    419     65      -     92     75      0      0      0      0  13801   2895  31931     31      0 
    0    418     65      -     93     77      0      0      0      0  13801   2895  31933     31      0 
    0    419     65      -     94     77      0      0      0      0  13801   2895  31933     31      0 
    0    421     64      -     95     78      0      0      0      0  13801   2895  31933     31      0 
    0    514     71      -    100     46      0      0      0      0  13801   2805  31933     31      0 
    0    599     72      -     97     41      0      0      0      0  13801   2812  31933     31      0 
    0    599     72      -    100     40      0      0      0      0  13801   2812  31932     31      0 
    0    599     73      -    100     39      0      0      0      0  13801   2797  31932     31      0 
    0    599     73      -    100     37      0      0      0      0  13801   2805  31932     31      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    598     72      -    100     37      0      0      0      0  13801   2812  31932     31      0 
    0    598     72      -     97     36      0      0      0      0  13801   2820  31932     31      0 
    0    601     72      -    100     36      0      0      0      0  13801   2842  31932     31      0 
    0    599     73      -    100     37      0      0      0      0  13801   2850  31932     31      0 
    0    600     73      -    100     29      0      0      0      0  13801   2842  31932     31      0 
    0    600     73      -    100     32      0      0      0      0  13801   2850  31932     31      0 
    0    599     73      -    100     29      0      0      0      0  13801   2850  31932     31      0 
    0    599     73      -    100     32      0      0      0      0  13801   2842  31932     31      0 
    0    600     73      -    100     24      0      0      0      0  13801   2857  31932     31      0 
    0    596     73      -    100     36      0      0      0      0  13801   2835  31932     31      0 
    0    433     69      -    100     23      0      0      0      0  13801   2887  31932     31      0 
    0    422     65      -     95     78      0      0      0      0  13801   2895  31932     31      0 
    0    415     65      -     94     77      0      0      0      0  13801   2895  31932     31      0 
    0    412     65      -     94     77      0      0      0      0  13801   2895  31932     31      0 
    0    412     64      -     94     77      0      0      0      0  13801   2895  31932     31      0 
    0    410     64      -     94     77      0      0      0      0  13801   2895  31932     31      0 
    0    411     64      -     95     77      0      0      0      0  13801   2895  31932     31      0 
    0    412     64      -     94     77      0      0      0      0  13801   2895  31932     31      0 
    0    411     64      -     94     77      0      0      0      0  13801   2895  31932     31      0 
    0    411     64      -     94     77      0      0      0      0  13801   2895  31932     31      0 
    0    411     63      -     93     76      0      0      0      0  13801   2895  31932     31      0 
    0    410     64      -     93     76      0      0      0      0  13801   2895  31932     31      0 
    0    409     64      -     95     77      0      0      0      0  13801   2895  31933     31      0 
    0    409     63      -     93     76      0      0      0      0  13801   2895  31933     31      0 
    0    410     63      -     93     76      0      0      0      0  13801   2895  31933     31      0 
    0    411     63      -     95     77      0      0      0      0  13801   2895  31933     31      0 
    0    409     63      -     94     77      0      0      0      0  13801   2895  31933     31      0 
    0    410     63      -     92     75      0      0      0      0  13801   2895  31932     31      0 
    0    410     63      -     94     76      0      0      0      0  13801   2895  31932     31      0 
    0    410     63      -     94     77      0      0      0      0  13801   2895  31932     31      0 
    0    410     63      -     94     77      0      0      0      0  13801   2895  31932     31      0 
    0    410     63      -     95     77      0      0      0      0  13801   2895  31932     31      0 
    0    411     63      -     95     77      0      0      0      0  13801   2895  31932     31      0 
    0    409     63      -     94     77      0      0      0      0  13801   2895  31932     31      0 
    0    409     62      -     93     76      0      0      0      0  13801   2895  31932     31      0 
    0    409     63      -     95     77      0      0      0      0  13801   2895  31932     31      0 
    0    409     63      -     95     77      0      0      0      0  13801   2895  31932     31      0 
    0    408     62      -     95     77      0      0      0      0  13801   2895  31932     31      0 
    0    408     62      -     95     78      0      0      0      0  13801   2895  31932     31      0 
    0    409     62      -     94     77      0      0      0      0  13801   2895  31932     31      0 
    0    409     62      -     94     77      0      0      0      0  13801   2895  31932     31      0 
    0    409     62      -     93     76      0      0      0      0  13801   2895  31932     31      0 
    0    408     62      -     94     77      0      0      0      0  13801   2895  31932     31      0 
    0    408     62      -     93     76      0      0      0      0  13801   2895  31932     31      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    407     62      -     94     77      0      0      0      0  13801   2895  31932     31      0 
    0    407     62      -     95     77      0      0      0      0  13801   2895  31932     31      0 
    0    403     61      -     90     74      0      0      0      0  13801   2902  31932     31      0 
    0    397     62      -     89     73      0      0      0      0  13801   2910  31932     31      0 
    0    402     62      -     93     76      0      0      0      0  13801   2910  31932     31      0 
    0    403     62      -     90     74      0      0      0      0  13801   2910  31932     31      0 
    0    405     62      -     93     76      0      0      0      0  13801   2910  31932     31      0 
    0    408     62      -     93     76      0      0      0      0  13801   2910  31932     31      0 
    0    406     62      -     94     77      0      0      0      0  13801   2910  31933     31      0 
    0    408     62      -     93     76      0      0      0      0  13801   2910  31933     31      0 
    0    408     62      -     95     77      0      0      0      0  13801   2910  31933     31      0 
    0    408     62      -     95     77      0      0      0      0  13801   2910  31933     31      0 
    0    408     62      -     93     76      0      0      0      0  13801   2910  31933     31      0 
    0    408     62      -     95     78      0      0      0      0  13801   2910  31932     31      0 
    0    407     61      -     94     77      0      0      0      0  13801   2910  31932     31      0 
    0    408     62      -     95     77      0      0      0      0  13801   2910  31932     31      0 
    0    399     62      -     95     77      0      0      0      0  13801   2910  31932     31      0 
    0    408     62      -     93     76      0      0      0      0  13801   2910  31932     31      0 
    0    408     61      -     95     78      0      0      0      0  13801   2910  31932     31      0 
    0    408     61      -     93     76      0      0      0      0  13801   2910  31932     31      0 
    0    409     62      -     94     77      0      0      0      0  13801   2910  31932     31      0 
    0    409     61      -     95     78      0      0      0      0  13801   2910  31932     31      0 
    0    408     62      -     94     77      0      0      0      0  13801   2910  31932     31      0 
    0    408     61      -     94     77      0      0      0      0  13801   2910  31932     31      0 
    0    408     61      -     95     78      0      0      0      0  13801   2910  31932     31      0 
    0    408     61      -     93     76      0      0      0      0  13801   2910  31932     31      0 
    0    408     61      -     95     78      0      0      0      0  13801   2910  31932     31      0 
    0    408     61      -     94     77      0      0      0      0  13801   2910  31932     31      0 
    0    408     61      -     94     77      0      0      0      0  13801   2910  31932     31      0 
    0    408     61      -     94     77      0      0      0      0  13801   2910  31932     31      0 
    0    408     61      -     93     76      0      0      0      0  13801   2910  31932     31      0 
    0    408     61      -     94     77      0      0      0      0  13801   2910  31932     31      0 
    0    408     61      -     93     76      0      0      0      0  13801   2910  31932     31      0 
    0    408     61      -     95     77      0      0      0      0  13801   2910  31932     31      0 
    0    408     61      -     94     77      0      0      0      0  13801   2910  31932     31      0 
    0    408     61      -     93     76      0      0      0      0  13801   2910  31932     31      0 
    0    408     61      -     95     78      0      0      0      0  13801   2910  31932     31      0 
    0    408     61      -     93     76      0      0      0      0  13801   2910  31932     31      0 
    0    407     61      -     95     77      0      0      0      0  13801   2910  31933     31      0 
    0    407     61      -     94     77      0      0      0      0  13801   2910  31933     31      0 
    0    492     68      -    100     49      0      0      0      0  13801   2805  31933     31      0 
    0    599     69      -    100     47      0      0      0      0  13801   2797  31933     31      0 
    0    600     70      -    100     45      0      0      0      0  13801   2812  31933     31      0 
    0    599     70      -    100     43      0      0      0      0  13801   2827  31932     31      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    600     70      -    100     42      0      0      0      0  13801   2827  31932     31      0 
    0    598     70      -     97     38      0      0      0      0  13801   2827  31932     31      0 
    0    599     71      -    100     37      0      0      0      0  13801   2820  31932     31      0 
    0    600     70      -    100     37      0      0      0      0  13801   2820  31932     31      0 
    0    599     71      -    100     34      0      0      0      0  13801   2835  31932     31      0 
    0    600     71      -    100     35      0      0      0      0  13801   2835  31932     31      0 
    0    597     71      -     97     34      0      0      0      0  13801   2835  31932     31      0 
    0    599     72      -    100     31      0      0      0      0  13801   2842  31932     31      0 
    0    599     71      -    100     29      0      0      0      0  13801   2850  31932     31      0 
    0    597     71      -    100     34      0      0      0      0  13801   2835  31932     31      0 
    0    604     72      -    100     49      0      0      0      0  13801   2820  31932     31      0 
    0    604     71      -    100     46      0      0      0      0  13801   2797  31932     31      0 
    0    599     71      -    100     43      0      0      0      0  13801   2805  31932     31      0 
    0    600     71      -    100     46      0      0      0      0  13801   2782  31932     31      0 
    0    466     71      -    100     44      0      0      0      0  13801   2797  31932     31      0 
    0    600     71      -    100     46      0      0      0      0  13801   2805  31932     31      0 
    0    598     72      -    100     43      0      0      0      0  13801   2812  31932     31      0 
    0    600     71      -    100     40      0      0      0      0  13801   2820  31932     31      0 
    0    599     72      -    100     39      0      0      0      0  13801   2797  31932     31      0 
    0    598     72      -    100     37      0      0      0      0  13801   2812  31932     31      0 
