timestamp,index,memory_used_mib,power_w,util_pct
2026/07/31 16:07:48.221, 3, 92223, 328.61, 99
2026/07/31 16:07:50.306, 0, 92223, 349.72, 99
2026/07/31 16:07:50.330, 1, 92223, 314.09, 100
2026/07/31 16:07:50.351, 2, 92223, 310.86, 99
2026/07/31 16:07:50.371, 3, 92223, 323.95, 100
2026/07/31 16:07:52.461, 0, 92223, 331.67, 99
2026/07/31 16:07:52.485, 1, 92223, 288.81, 99
2026/07/31 16:07:52.506, 2, 92223, 299.95, 99
2026/07/31 16:07:52.526, 3, 92223, 313.40, 99
2026/07/31 16:07:54.610, 0, 92223, 344.04, 100
2026/07/31 16:07:54.633, 1, 92223, 312.94, 100
2026/07/31 16:07:54.654, 2, 92223, 321.83, 100
2026/07/31 16:07:54.673, 3, 92223, 334.64, 100
2026/07/31 16:07:56.762, 0, 92223, 329.22, 99
2026/07/31 16:07:56.785, 1, 92223, 308.52, 99
2026/07/31 16:07:56.806, 2, 92223, 315.21, 99
2026/07/31 16:07:56.825, 3, 92223, 325.70, 99
2026/07/31 16:07:58.910, 0, 92223, 340.36, 100
2026/07/31 16:07:58.932, 1, 92223, 298.04, 98
2026/07/31 16:07:58.952, 2, 92223, 306.76, 100
2026/07/31 16:07:58.970, 3, 92223, 319.48, 100
2026/07/31 16:08:01.058, 0, 92223, 337.14, 99
2026/07/31 16:08:01.083, 1, 92223, 305.22, 99
2026/07/31 16:08:01.105, 2, 92223, 313.97, 99
2026/07/31 16:08:01.124, 3, 92223, 322.86, 99
2026/07/31 16:08:03.210, 0, 92223, 335.61, 100
2026/07/31 16:08:03.235, 1, 92223, 321.60, 100
2026/07/31 16:08:03.256, 2, 92223, 322.78, 100
2026/07/31 16:08:03.276, 3, 92223, 339.20, 99
2026/07/31 16:08:05.362, 0, 92223, 352.10, 100
2026/07/31 16:08:05.385, 1, 92223, 292.14, 100
2026/07/31 16:08:05.406, 2, 92223, 296.47, 100
2026/07/31 16:08:05.425, 3, 92223, 317.33, 100
2026/07/31 16:08:07.509, 0, 92223, 355.56, 97
2026/07/31 16:08:07.532, 1, 92223, 326.14, 100
2026/07/31 16:08:07.552, 2, 92223, 318.87, 100
2026/07/31 16:08:07.570, 3, 92223, 350.78, 97
2026/07/31 16:08:09.654, 0, 92223, 334.24, 96
2026/07/31 16:08:09.676, 1, 92223, 305.17, 99
2026/07/31 16:08:09.697, 2, 92223, 307.03, 99
2026/07/31 16:08:09.717, 3, 92223, 317.44, 98
2026/07/31 16:08:11.821, 0, 92223, 338.76, 99
2026/07/31 16:08:11.843, 1, 92223, 315.83, 99
2026/07/31 16:08:11.867, 2, 92223, 311.02, 99
2026/07/31 16:08:11.916, 3, 92223, 317.79, 99
2026/07/31 16:08:14.016, 0, 92223, 338.10, 97
2026/07/31 16:08:14.039, 1, 92223, 301.76, 100
2026/07/31 16:08:14.059, 2, 92223, 325.22, 100
2026/07/31 16:08:14.077, 3, 92223, 324.16, 100
2026/07/31 16:08:16.160, 0, 92223, 335.77, 99
2026/07/31 16:08:16.184, 1, 92223, 299.91, 99
2026/07/31 16:08:16.206, 2, 92223, 308.77, 99
2026/07/31 16:08:16.225, 3, 92223, 317.71, 97
2026/07/31 16:08:18.311, 0, 92223, 359.19, 99
2026/07/31 16:08:18.334, 1, 92223, 326.98, 100
2026/07/31 16:08:18.355, 2, 92223, 313.20, 99
2026/07/31 16:08:18.375, 3, 92223, 340.35, 99
2026/07/31 16:08:20.462, 0, 92223, 336.56, 99
2026/07/31 16:08:20.486, 1, 92223, 309.64, 99
2026/07/31 16:08:20.507, 2, 92223, 313.95, 99
2026/07/31 16:08:20.526, 3, 92223, 322.08, 99
2026/07/31 16:08:22.611, 0, 92223, 345.27, 99
2026/07/31 16:08:22.635, 1, 92223, 310.52, 99
2026/07/31 16:08:22.657, 2, 92223, 331.51, 99
2026/07/31 16:08:22.676, 3, 92223, 337.97, 99
2026/07/31 16:08:24.764, 0, 92223, 338.95, 99
2026/07/31 16:08:24.788, 1, 92223, 304.07, 99
2026/07/31 16:08:24.809, 2, 92223, 308.49, 99
2026/07/31 16:08:24.828, 3, 92223, 316.07, 99
2026/07/31 16:08:26.912, 0, 92223, 354.16, 100
2026/07/31 16:08:26.936, 1, 92223, 308.82, 100
2026/07/31 16:08:26.957, 2, 92223, 322.86, 100
2026/07/31 16:08:26.977, 3, 92223, 330.03, 100
2026/07/31 16:08:29.063, 0, 92223, 332.95, 99
2026/07/31 16:08:29.087, 1, 92223, 304.49, 99
2026/07/31 16:08:29.108, 2, 92223, 302.31, 99
2026/07/31 16:08:29.127, 3, 92223, 318.92, 99
2026/07/31 16:08:31.212, 0, 92223, 343.83, 99
2026/07/31 16:08:31.235, 1, 92223, 311.41, 98
2026/07/31 16:08:31.256, 2, 92223, 316.11, 99
2026/07/31 16:08:31.274, 3, 92223, 331.31, 98
2026/07/31 16:08:33.359, 0, 92223, 342.65, 99
2026/07/31 16:08:33.383, 1, 92223, 315.02, 99
2026/07/31 16:08:33.401, 2, 92223, 324.29, 99
2026/07/31 16:08:33.418, 3, 92223, 326.12, 99
2026/07/31 16:08:35.500, 0, 92223, 327.51, 99
2026/07/31 16:08:35.525, 1, 92223, 308.00, 99
2026/07/31 16:08:35.545, 2, 92223, 314.92, 100
2026/07/31 16:08:35.563, 3, 92223, 330.50, 99
2026/07/31 16:08:37.647, 0, 92223, 346.11, 99
2026/07/31 16:08:37.672, 1, 92223, 320.06, 99
2026/07/31 16:08:37.693, 2, 92223, 306.58, 99
2026/07/31 16:08:37.714, 3, 92223, 327.41, 99
2026/07/31 16:08:39.802, 0, 92223, 343.91, 99
2026/07/31 16:08:39.824, 1, 92223, 315.01, 99
2026/07/31 16:08:39.844, 2, 92223, 320.66, 99
2026/07/31 16:08:39.862, 3, 92223, 332.01, 99
2026/07/31 16:08:41.946, 0, 92223, 339.79, 99
2026/07/31 16:08:41.971, 1, 92223, 314.38, 99
2026/07/31 16:08:41.992, 2, 92223, 308.02, 99
2026/07/31 16:08:42.011, 3, 92223, 320.67, 99
2026/07/31 16:08:44.097, 0, 92223, 344.09, 99
2026/07/31 16:08:44.122, 1, 92223, 314.88, 99
2026/07/31 16:08:44.143, 2, 92223, 316.44, 99
2026/07/31 16:08:44.163, 3, 92223, 333.00, 99
2026/07/31 16:08:46.249, 0, 92223, 339.26, 99
2026/07/31 16:08:46.271, 1, 92223, 314.71, 99
2026/07/31 16:08:46.290, 2, 92223, 310.63, 99
2026/07/31 16:08:46.306, 3, 92223, 319.39, 99
2026/07/31 16:08:48.390, 0, 92223, 346.15, 99
2026/07/31 16:08:48.414, 1, 92223, 298.03, 99
2026/07/31 16:08:48.435, 2, 92223, 317.63, 99
2026/07/31 16:08:48.454, 3, 92223, 326.34, 99
2026/07/31 16:08:50.541, 0, 92223, 341.54, 100
2026/07/31 16:08:50.563, 1, 92223, 323.68, 100
2026/07/31 16:08:50.582, 2, 92223, 318.40, 97
2026/07/31 16:08:50.600, 3, 92223, 333.45, 98
2026/07/31 16:08:52.684, 0, 92223, 363.16, 99
2026/07/31 16:08:52.708, 1, 92223, 344.48, 99
2026/07/31 16:08:52.729, 2, 92223, 355.53, 99
2026/07/31 16:08:52.749, 3, 92223, 351.54, 99
2026/07/31 16:08:54.832, 0, 92223, 334.12, 96
2026/07/31 16:08:54.854, 1, 92223, 305.48, 100
2026/07/31 16:08:54.872, 2, 92223, 311.83, 96
2026/07/31 16:08:54.889, 3, 92223, 332.70, 98
2026/07/31 16:08:56.969, 0, 92223, 334.98, 99
2026/07/31 16:08:56.994, 1, 92223, 315.75, 99
2026/07/31 16:08:57.015, 2, 92223, 317.76, 99
2026/07/31 16:08:57.034, 3, 92223, 330.13, 99
2026/07/31 16:08:59.119, 0, 92223, 330.91, 99
2026/07/31 16:08:59.144, 1, 92223, 308.93, 99
2026/07/31 16:08:59.163, 2, 92223, 302.13, 99
2026/07/31 16:08:59.181, 3, 92223, 313.27, 99
2026/07/31 16:09:01.261, 0, 92223, 325.11, 100
2026/07/31 16:09:01.285, 1, 92223, 311.12, 100
2026/07/31 16:09:01.305, 2, 92223, 304.71, 100
2026/07/31 16:09:01.323, 3, 92223, 321.20, 100
2026/07/31 16:09:03.408, 0, 92223, 329.49, 99
2026/07/31 16:09:03.433, 1, 92223, 306.09, 99
2026/07/31 16:09:03.453, 2, 92223, 309.46, 99
2026/07/31 16:09:03.472, 3, 92223, 322.33, 99
2026/07/31 16:09:05.556, 0, 92223, 317.70, 99
2026/07/31 16:09:05.579, 1, 92223, 292.87, 99
2026/07/31 16:09:05.600, 2, 92223, 288.83, 99
2026/07/31 16:09:05.619, 3, 92223, 300.14, 99
2026/07/31 16:09:07.709, 0, 92223, 200.96, 100
2026/07/31 16:09:07.735, 1, 92223, 183.05, 100
2026/07/31 16:09:07.757, 2, 92223, 186.78, 100
2026/07/31 16:09:07.777, 3, 92223, 188.77, 100
2026/07/31 16:09:09.870, 0, 92223, 208.20, 100
2026/07/31 16:09:09.894, 1, 92223, 188.61, 100
2026/07/31 16:09:09.914, 2, 92223, 193.62, 100
2026/07/31 16:09:09.932, 3, 92223, 200.15, 100
2026/07/31 16:09:12.060, 0, 92223, 202.99, 100
2026/07/31 16:09:12.098, 1, 92223, 187.63, 100
2026/07/31 16:09:12.132, 2, 92223, 187.87, 100
2026/07/31 16:09:12.151, 3, 92223, 192.99, 100
2026/07/31 16:09:14.254, 0, 92223, 200.67, 100
2026/07/31 16:09:14.280, 1, 92223, 189.96, 100
2026/07/31 16:09:14.302, 2, 92223, 190.00, 100
2026/07/31 16:09:14.323, 3, 92223, 194.21, 100
2026/07/31 16:09:16.413, 0, 92223, 199.25, 100
2026/07/31 16:09:16.438, 1, 92223, 188.48, 100
2026/07/31 16:09:16.457, 2, 92223, 188.64, 100
2026/07/31 16:09:16.475, 3, 92223, 191.99, 100
2026/07/31 16:09:18.561, 0, 92223, 208.48, 100
2026/07/31 16:09:18.586, 1, 92223, 181.97, 100
2026/07/31 16:09:18.605, 2, 92223, 186.72, 100
2026/07/31 16:09:18.623, 3, 92223, 189.35, 100
2026/07/31 16:09:20.708, 0, 92223, 199.82, 100
2026/07/31 16:09:20.733, 1, 92223, 184.21, 100
2026/07/31 16:09:20.753, 2, 92223, 188.44, 100
2026/07/31 16:09:20.773, 3, 92223, 190.67, 100
2026/07/31 16:09:22.858, 0, 92223, 195.51, 100
2026/07/31 16:09:22.882, 1, 92223, 180.15, 100
2026/07/31 16:09:22.902, 2, 92223, 181.12, 100
2026/07/31 16:09:22.921, 3, 92223, 187.90, 100
